Work Order,Description,Work Type,Location
WDW1060561,2* battery chargers robbed to service 707021,CM,707023
WDW1060560,OTDR/JRU - Loss of OTDR/JRU  421 coach,CM,707004
WDW1060558,Power Supply - Shoegear collector shoe - Replace pivot bolts on 421 Bogie 2 B side,CM,707023
WDW1060557,External doors - Cab door - 421 B side lower external cab door open key switch faulty,CM,707009
WDW1060556,Safety Systems - Smoke detectors - 422 saloon smoke detector failure,CM,707026
WDW1060315,"DMI - Screen defect, unable to enter information 421 cab",CM,707020
WDW1060290,Doors - 421008 - B door GOP taped out of use,CM,707008
WDW1060289,Doors - 421003 - Cab door E will not close,CM,707003
WDW1060226,E Cabinet lock defective,CM,707028
WDW1060201,Doors – 421004 – A & B doors state out of use,CM,707004
WDW1060199,Bogies - 421 + 425 - Traction motor grease leaks LOM,CM,707028
WDW1060198,NPO Carbody - Underframe - Missing labels on 424 B side,CM,707028
WDW1060195,NPO Battery Device - Battery Charger - 423 charger not showing underscore on HMI,CM,707028
WDW1060194,Screen wash - Report of no screen wash 425 cab,CM,707012
WDW1060193,NPN Couplers - 425 Auto coupler - Main earth cable clamp missing,CM,707028
WDW1060192,Doors - 423 + 424 - GOP door opening defective,CM,707008
WDW1059253,Coupler - 707028 - Unable to uncouple from 7017,CM,707028
WDW1059250,Cab – 425004 – DMI Blank,CM,707004
WDW1059248,Underframe - 425007 - flange lube hoses broken,CM,707007
WDW1059247,Underframe - 425027 - A side flange lube hose broken,CM,707027
WDW1059244,HE-K03 redundancy fault 425,CM,707025
WDW1059240,sanding outstanding -2,CM,707012
WDW1059237,Cab - 425007 - OTDR / JRU Fault,CM,707007
WDW1059233,HVAC - no coach # given - Air con not working,CM,707002
WDW1059100,PBC - 421 coach - Very stiff,CM,707010
WDW1059095,Doors - 425024 - London Waterloo reports a door fault,CM,707024
WDW1059094,Traction - 707008 - Driver reports unit power dropping off,CM,707008
WDW1059093,PIS - 707028 - Making incorrect announcements,CM,707028
WDW1059091,Saloon - 425006 - Smoke detector failure,CM,707006
WDW1059090,PIS - 707003 - No PIS screens throughout,CM,707003
WDW1058965,Vigilance - self test cancelled 421 cab,CM,707016
WDW1058964,Lights - External light switch fault - 425 cab,CM,707002
WDW1058951,Bogie 425025 Right hand flange lub pipe broken.,CM,707025
WDW1058949,Interior 242019 Bin lock missing catch.,CM,707019
WDW1058946,DOO - 425 coach - Not automatically turning on at stand when doors released,CM,707028
WDW1058945,"Sanding equipment - Sanding overdue, levels to check",CM,707025
WDW1058944,"Sanding equipment - Sanding overdue, levels to check",CM,707021
WDW1058943,"Sanding equipment - Sanding overdue, levels to check",CM,707003
WDW1058942,"Sanding equipment - Sanding overdue, levels to check",CM,707002
WDW1058941,Interior - 421 coach - Wet seats,CM,707013
WDW1058940,CCTV Request - Internal and DOO footage from 03/10. Hard drives to be removed,CM,707027
WDW1058814,The work instruction for this task is on Maintenance Portal,CM,
WDW1058812,The work instruction for this task is on Maintenance Portal,CM,707014
WDW1058811,RFBX078 Power supply - Current collector - Examine,CM,707014
WDW1058810,The work instruction for this task is on Maintenance Portal,CM,707014
WDW1058809,RFBP068 Power supply - Shoegear collector shoe  - Replace,CM,707014
WDW1058808,The work instruction for this task is on Maintenance Portal,CM,707014
WDW1058807,RMCX001 Bogies - Flange lubrication - Service,CM,707014
WDW1058681,Saloon - 425004 - 230v Sockets arent working in saloon,CM,707004
WDW1058680,NPO Battery device - 422 battery charger - failure of one charger as not showing underscore on,CM,707020
WDW1058677,Doors -  425013 - Unable to take power,CM,707013
WDW1058676,AWS - Missed AWS or button did not work 425 coach,CM,707023
WDW1058671,Prep driver reports PIS fault on 424 coach,CM,707022
WDW1058670,Underframe - 425 coach - Defective flange lube hoses on wheels 1 and 8,CM,707009
WDW1058669,GOP - 425 coach - Door control fault on cab GOP,CM,707006
WDW1058668,Batteries - 423 coach - Battery cover plate missing nylon strip (NPO),CM,707011
WDW1058667,Batteries - 422 coach - battery tray slight movement(needs unit onto 9D),CM,707011
WDW1058666,NPO Carbody - Underframe - Missing labels on 424 B side,CM,707011
WDW1058655,CCTV - DOO camera not working C & D door side - 425 coach,CM,707017
WDW1058654,High pitched noise from cab speaker - 421007,CM,707007
WDW1058652,HVAC - 425008 - Cab HVAC controls not operating,CM,707008
WDW1058651,Cab - 421020 - DMI repeatedly flickering,CM,707020
WDW1058648,Batteries - 422 coach - Both battery chargers defective.,CM,707001
WDW1058647,Collection Equipment - 421 coach - Bogie 1 (RHS) Arc shield cracked.,CM,707018
WDW1058644,"Guards operating panel fault, code 912116 FO - 421017",CM,707017
WDW1058643,HMI has question marks,CM,707011
WDW1058633,Traction - 425 coach - Depot driver reports unable to take power,CM,707030
WDW1058632,PIS screens going blank,CM,707008
WDW1058631,Cab HVAC - 421 coach - No Cab Heat,CM,707001
WDW1058630,Cab HVAC - 421 coach - No Cab Heat,CM,707007
WDW1058624,Lubricating equipment - wheel flange lube - Flange lube hose on B side broken,CM,707002
WDW1058494,Underframe - 425 coach - Banging noise (PAR) MONITOR 10/10/19,CM,707002
WDW1058492,Asset swap - 425 coach - RB1+44 Door Motor,CM,707001
WDW1058491,Asset swap - 424 coach - RB2+54 Door Motor,CM,707005
WDW1058361,DOO - Unknown coach - DOO function fault,CM,707030
WDW1058360,GOP - 422 coach - B door GOP lock not locking,CM,707003
WDW1058359,"Interiors - 423 coach - Litter bin lock at ""C"" door missing",CM,707003
WDW1057580,Underframe. 425028 Right hand flange lub pipe broken.,CM,707028
WDW1057573,GSM-R - PA reg on display 425 cab,CM,707009
WDW1057571,Wheels - Turning required for flange thickness ALL coaches,CM,707024
WDW1057570,Sanding - 421030 - Sand level below 15%,CM,707030
WDW1057569,External doors - Saloon doors - 421 Cab door release button sticking,CM,707027
WDW1057566,Doors - Emergency lights do not illuminate when egress pulled 424 'B' door,CM,707027
WDW1057534,Safety Equipment - Saloon Fire Extinguishers - 4 Extinguishers out of date,CM,707014
WDW1057526,The work instruction for this task is on Maintenance Portal,CM,
WDW1057524,Wheel Flange thickness to be checked on Lathe,CM,707020
WDW1057520,WSP - 425004 - WSP Fault code 8200165C,CM,707004
WDW1057516,PIS - No audio on PIS,CM,707022
WDW1057515,Battery charger faulty RB6 HC-A01,CM,707026
WDW1057513,ACU on 425 comms issue (PAR),CM,707015
WDW1057510,PA - 707014 - PA permanently stuck on,CM,707014
WDW1057507,Saloon - 425025 - Smoke detector failure,CM,707025
WDW1057501,421 PA/ PAU function not working correctly,CM,707012
WDW1057500,NPO - 421 coach C02 cover missing warning labels -,CM,707012
WDW1057498,The work instruction for this task is on Maintenance Portal,CM,707027
WDW1057497,S3 South – RDAP020 Interior appointments - Windscreen heating - Function Test,CM,707027
WDW1057496,N3 North – RDAP020 Interior appointments - Windscreen heating - Function Test,CM,707027
WDW1057494,The work instruction for this task is on Maintenance Portal,CM,707027
WDW1057492,The work instruction for this task is on Maintenance Portal,CM,707027
WDW1057490,S3 South – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,707027
WDW1057489,S2 South – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,707027
WDW1057488,S1 South – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,707027
WDW1057487,N3 North – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,707027
WDW1057486,N2 North – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,707027
WDW1057485,N1  North – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,707027
WDW1057484,The work instruction for this task is on Maintenance Portal,CM,707027
WDW1057482,The work instruction for this task is on Maintenance Portal,CM,707027
WDW1057480,The work instruction for this task is on Maintenance Portal,CM,707027
WDW1057479,S3 South – RSAP300 Vehicle linkage devices - Automatic coupler - Winterisation,CM,707027
WDW1057478,N3 North – RSAP300 Vehicle linkage devices - Automatic coupler - Winterisation,CM,707027
WDW1057476,The work instruction for this task is on Maintenance Portal,CM,707027
WDW1057473,The work instruction for this task is on Maintenance Portal,CM,707020
WDW1057472,S3 South – RDAP020 Interior appointments - Windscreen heating - Function Test,CM,707020
WDW1057471,N3 North – RDAP020 Interior appointments - Windscreen heating - Function Test,CM,707020
WDW1057469,The work instruction for this task is on Maintenance Portal,CM,707020
WDW1057467,The work instruction for this task is on Maintenance Portal,CM,707020
WDW1057465,S3 South – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,707020
WDW1057459,The work instruction for this task is on Maintenance Portal,CM,707020
WDW1057457,The work instruction for this task is on Maintenance Portal,CM,707020
WDW1057455,The work instruction for this task is on Maintenance Portal,CM,707020
WDW1057454,S3 South – RSAP300 Vehicle linkage devices - Automatic coupler - Winterisation,CM,707020
WDW1057453,N3 North – RSAP300 Vehicle linkage devices - Automatic coupler - Winterisation,CM,707020
WDW1057451,The work instruction for this task is on Maintenance Portal,CM,707020
WDW1057441,GSMR - 425 coach - GSMR- Radio Failure 01,CM,707003
WDW1057438,External doors - GOP - GOP lock not working 425 D door,CM,707005
WDW1057437,Battery device - Battery charger - 422 battery charger not showing underscore on HMI,CM,707003
WDW1057436,Bogies - Flange Lubrication - 425 A side flange lube hose broken,CM,707016
WDW1057432,Wheels - 421 coach - Turning / Wheel Lathe Required - Rollover on axles 1 and 2,CM,707012
WDW1057430,HVAC Blowing warm through out,CM,707001
WDW1057424,The work instruction for this task is on Maintenance Portal,CM,707012
WDW1057423,S3 South – RDAP020 Interior appointments - Windscreen heating - Function Test,CM,707012
WDW1057422,N3 North – RDAP020 Interior appointments - Windscreen heating - Function Test,CM,707012
WDW1057420,The work instruction for this task is on Maintenance Portal,CM,707012
WDW1057418,The work instruction for this task is on Maintenance Portal,CM,707012
WDW1057416,S3 South – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,707012
WDW1057415,S2 South – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,707012
WDW1057414,S1 South – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,707012
WDW1057413,N3 North – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,707012
WDW1057412,N2 North – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,707012
WDW1057411,N1  North – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,707012
WDW1057410,The work instruction for this task is on Maintenance Portal,CM,707012
WDW1057408,The work instruction for this task is on Maintenance Portal,CM,707012
WDW1057406,The work instruction for this task is on Maintenance Portal,CM,707012
WDW1057405,S3 South – RSAP300 Vehicle linkage devices - Automatic coupler - Winterisation,CM,707012
WDW1057404,N3 North – RSAP300 Vehicle linkage devices - Automatic coupler - Winterisation,CM,707012
WDW1057402,The work instruction for this task is on Maintenance Portal,CM,707012
WDW1057399,GOP - 422 coach - Door d2 GOP door will not scure.,CM,707004
WDW1057398,Smoke Detectors - 423 coach - Smoke detector failure,CM,707025
WDW1057240,HVAC - 425010 - No comms with cab HVAC,CM,707010
WDW1057239,CCTV - 425 Coach - Monitor not working,CM,707002
WDW1057237,The work instruction for this task is on Maintenance Portal,CM,
WDW1057235,The work instruction for this task is on Maintenance Portal,CM,
WDW1057231,Interior - Emergency Equipment cupboard lock worn,CM,707005
WDW1057230,JRU - 425 coach - 54 25 12F9 : Loss of OTDR/JRU in leading coach,CM,707029
WDW1056991,Safety Systems - 425 coach - Vigilance alarm when direction switch in Neutral,CM,707029
WDW1056990,HSCB - 425 coach - HSCB light flashing,CM,707029
WDW1056989,HVAC - 423 coach - fresh air supply failure,CM,707012
WDW1056985,The work instruction for this task is on Maintenance Portal,CM,
WDW1056984,S3 South – RDAP020 Interior appointments - Windscreen heating - Function Test,CM,
WDW1056983,N3 North – RDAP020 Interior appointments - Windscreen heating - Function Test,CM,
WDW1056981,The work instruction for this task is on Maintenance Portal,CM,
WDW1056979,The work instruction for this task is on Maintenance Portal,CM,
WDW1056977,S3 South – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,
WDW1056976,S2 South – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,
WDW1056975,S1 South – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,
WDW1056974,N3 North – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,
WDW1056973,N2 North – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,
WDW1056972,N1  North – RFBP077 Power supply - Shoe collector assembly – Winterisation,CM,
WDW1056971,The work instruction for this task is on Maintenance Portal,CM,
WDW1056969,The work instruction for this task is on Maintenance Portal,CM,
WDW1056967,The work instruction for this task is on Maintenance Portal,CM,
WDW1056966,S3 South – RSAP300 Vehicle linkage devices - Automatic coupler - Winterisation,CM,
WDW1056965,N3 North – RSAP300 Vehicle linkage devices - Automatic coupler - Winterisation,CM,
WDW1056963,The work instruction for this task is on Maintenance Portal,CM,
WDW1056710,Wheels - 421 + 425 coach - Turning / Wheel Lathe Required - Flange thickness,CM,707017
WDW1056709,Wheels - 421 + 425 coach - Lathe Required - Flange thickness,CM,707017
WDW1056707,Cab - 421021 - External light rotary switch fault coach 421,CM,707021
WDW1056706,GOP - 425 coach - Door control GOP fault code 912516B6,CM,707016
WDW1056705,Doors - 421 cab door - bowden cable loose.,CM,707003
WDW1056704,Underframe - 425 coach - First Traction fan grill B side distorted,CM,707013
WDW1056672,Exterior - 421 coach - External Graffiti,CM,707004
WDW1056670,X6 Router retested after came back from supplier,CM,707002
WDW1056665,HVAC - 423008 - Saloon HVAC fault 1REP RAR,CM,707008
WDW1056664,Safety systems - smoke detector - smoke detection in 423 coach,CM,707023
WDW1056663,Saloon HVAC - faulty spare HVAC - Requires repaired,CM,IN FACILITY
WDW1056662,Safety devices - 421 DSD activation - Trainee driver got DSD activation,CM,707016
WDW1056661,Wheels - 425 coach - Turning / Wheel Lathe Required - Rollover on wheels 1 and 8,CM,707003
WDW1056660,Shoegear - Pivot Bolt Replace. See email from Darren + Long description,CM,707024
WDW1056659,HVAC - 425010 - No comms with cab HVAC RAR,CM,707010
WDW1056655,CCTV - 425017 - DOO camera failed,CM,707017
WDW1056654,Cab - 425030 - Intermittent Screen Wash Level Alarm,CM,707030
WDW1056652,CCTV - 425 coach - Screen showing bright blue,CM,707006
WDW1056651,PIS - 707029 - Unable to enter PIS codes,CM,707029
WDW1056623,DVR in coach 423 is faulty and requires replacing. Does not boot up,CM,707012
WDW1056570,Saloon - 423018 - Power socket loose/adrift,CM,707018
WDW1056519,Axel Temp Implausible. RB6 (PAR),CM,707019
WDW1056493,CCTV - 424012 - CCTV camera lens misaligned,CM,707012
WDW1056438,GSM-R - fault 01 421 cab,CM,707007
WDW1056437,HVAC - saloon  HVAC fault,CM,707008
WDW1056436,Seats - 421 Drivers seat - pivot adapter handle fallen/broken off,CM,707010
WDW1056383,PA - Not working from 425 cab,CM,707026
WDW1056382,Couplers - 421 coach - Main earth cable clamp missing (NPO),CM,707010
WDW1056381,Bogie -Grease leaking from bearings. LOM 26/09/2019,CM,707010
WDW1056380,Running gear - Secondary vertical dampers - LOM 26/09/2019,CM,707010
WDW1056379,Traction - 421 coach - missing warning labels (NPO),CM,707010
WDW1056378,Running gear - Earth return torque arm - 423 wheel 8 loose rivet,CM,707010
WDW1056375,Wheels - Oil visible on 423 wheel 3 inside bearing,CM,707005
WDW1056374,Wheels - Lathe required for rollover & chamfer loss,CM,707005
WDW1056149,PIS - PIS screens blank,CM,707020
WDW1056148,Traction - 421002 - Motor symbol yellow on HMI (Reduced traction power) PAR,CM,707002
WDW1056141,PIS showing incorrect coach numbers,CM,707020
WDW1056140,Wheels - 425004 - Suspect grease found on wheel 1 LOM,CM,707004
WDW1056139,Satety systems - 421030 - Vigilance self test cancelled,CM,707030
WDW1056137,CCTV - DOO funtion fault 425 coach,CM,707020
WDW1056136,Wheels - flats reported on 421 coach,CM,707024
WDW1056133,GOP - 423007 - GOP door lock defective,CM,707007
WDW1056132,Cab 425 PIS PA and cab to cab not cancelling when handset hung up.,CM,707016
WDW1056131,Floor - 421019 - DSD pedal retaining bolt sheared,CM,707019
WDW1056130,Fire detection - 421026 - Smoke detector failure,CM,707026
WDW1056129,Wheels - Lathe Required - Measure and turn as required,CM,707019
WDW1056125,GSMR - GSMR dropped out,CM,707007
WDW1056122,GSMR - 425028 - Radio failure 1,CM,707028
WDW1056121,Wheels - 425004 - Suspect grease found on wheel 1 PAR,CM,707004
WDW1056116,Underframe Flange lub pipe 425 left hand side Broken,CM,707024
WDW1056111,ACU - 707021 - Reduced 3 phase 400V power,CM,707021
WDW1056109,Wheels - 421017 - Wheel flats lead bogie,CM,707017
WDW1056108,Cab - 425018 - Direction switch active cab fault,CM,707018
WDW1056104,PIS - 707001 - Displays not working,CM,707001
WDW1056103,EBS - 421003 - Wrong conditions for EBS brake test.,CM,707003
WDW1055997,Cab - 425024 - GSMR Fault 01,CM,707024
WDW1055994,Safety systems - 421018 - Smoke detector failure *1* REP,CM,707018
WDW1055987,Running gear - Bogies - 424 Primary vertical damper leaking,CM,707015
WDW1055986,Brakes - 425 coach - Unit failing emergency brake test,CM,707003
WDW1055985,Batteries - 422 Battery Charger - Found not working during prep,CM,707020
WDW1055982,PIS - 421 coach - System controller robbed to service 707018,CM,707015
WDW1055979,PIS - 423 coach - A2 23 1B81 PIS fault,CM,707023
WDW1055978,Smoke Detector - 424 coach - Driver reports smoke detector fault,CM,707013
WDW1055977,Brakes - 425 coach - Emergency Brakes not releasing,CM,707003
WDW1055974,RFEX026 Vehicle - Low resistance equipotential bonding - Examine,CM,707019
WDW1055972,Shoegear - 421009 - Bogie 1 RHS shoegear pivot bolt sheared,CM,707009
WDW1055968,Carbody - Cab interior - 425 Cab side panel missing screw/nut,CM,707015
WDW1055965,GOP - 425 Door D GOP panel defective. Requires new one,CM,707016
WDW1055964,GOP - 423 door D GOP panel defective. Requires new one.,CM,707016
WDW1055960,CCTV - 425020 - DVR failure following software test,CM,707020
WDW1055958,Wheels - 425024 - Driver reports flats,CM,707024
WDW1055957,PIS - 421 coach - Screens not working,CM,707018
WDW1055956,GOP - Door B1 421 coach has no comms,CM,707028
WDW1055954,HMI - Coach numbers displayed in red,CM,707002
WDW1055952,"Running gear - bogies - 423 Bogie 2, A side vertical damper leaking.",CM,707016
WDW1055951,"Running gear - bogies - 425 Bogie 2, A side vertical damper leaking.",CM,707016
WDW1055948,DOO - 425 coach - At least one DOO camera has failed.,CM,707017
WDW1055945,GSMR - 421 coach - Radio displaying failure 01 code,CM,707022
WDW1055943,"CCTV - 421028 - Driver reported defect, makes no sense, See long description",CM,707028
WDW1055942,Doors – With 7011 – Report of train leaving station with door open,CM,707003
WDW1055940,Doors – With 7003 – Report of train leaving station with door open,CM,707011
WDW1055939,Power systems - Reduced 3 phase 400V power,CM,707029
WDW1055935,Underframe - 423 coach - Bogie 1 levelling valve leaking,CM,707022
WDW1055931,Safety systems - 421018 - Smoke detector failure,CM,707018
WDW1055930,Wheels - 421 + 425 coach - Turning / Wheel Lathe Required - Flange thickness,CM,707013
WDW1055928,Saloon - 423021 - HVAC faulty,CM,707021
WDW1055924,Underframe - 424 coach - Bogie 2 A side verticle damper requires replacing,CM,707007
WDW1055923,HVAC - Saloon HVAC blowing warm air,CM,707030
WDW1055922,Doors - GOP Lock by B doors defective,CM,707018
WDW1055792,Cab HVAC not cooling -  421 cab,CM,707023
WDW1055791,Cab HVAC fan only works on full speed - 421,CM,707001
WDW1055681,Cab - 421 coach - Direction switch in active cab fault on HMI,CM,707023
WDW1055552,"Wheels - Various wheel defects, requires measuring on the lathe",CM,707022
WDW1055551,GSMR - 421012 - GSMR lost,CM,707012
WDW1055537,GSM-R fault  421 cab,CM,707009
WDW1055536,Horns - 421 warning horn stuck on,CM,707004
WDW1055535,421 - A side flange lube hose broken,CM,707003
WDW1055403,Underframe - 421003 - Rough riding reported,CM,707003
WDW1055400,HVAC - 423006 - unit fresh air  supply failure,CM,707006
WDW1055398,Safety systems - 425024 - AWS brake application,CM,707024
WDW1055396,Cab - 425017 - Vigilance self test failed & minor loss of pneumatic brake,CM,707017
WDW1055391,425 Saloon HVAC 122 fault (RAR),CM,707010
WDW1055390,"PIS - PIS displays ""not in service"" Audio OK",CM,707025
WDW1055262,Wheels - Various - Turning / Wheel Lathe Required - flange thickness,CM,707030
WDW1055261,Underframe Flange lub pipe 421024 right hand side Broken,CM,707024
WDW1055260,Underframe Flange lub 425009 left hand side Broken.,CM,707009
WDW1055258,Underframe Flange Lub 421006 Right hand pipe broken,CM,707006
WDW1055256,Saloon GOP lock D door defective.,CM,707017
WDW1055252,Coupler - 425004 - Unable to uncouple 1REP (LOM),CM,707004
WDW1055251,,CM,707030
WDW1054889,Coupler - 425004 - Unable to uncouple,CM,707004
WDW1054888,HVAC - 425 cab & saloon hot and unable to adjust,CM,707030
WDW1054886,Battery compartment - 422021 - Battery cartridge fastener robbed,CM,707021
WDW1054881,PIS Frozen and no cab to cab.,CM,707012
WDW1054880,Cab - 425025 - External light rotary switch fault,CM,707025
WDW1054877,GSMR - 425 coach - Radio failure 01,CM,707007
WDW1054873,fire detected in 425,CM,707022
WDW1054872,Battry compartment - 422013 - Battery cartridge fastener sheared,CM,707013
WDW1054870,The work instruction for this task is on Maintenance Portal,CM,
WDW1054868,Battery Container - 423008 - Battery filter mat cartridge,CM,707008
WDW1054864,Doors - 421007 - E door has tape on it saying OOU,CM,707007
WDW1054862,707011 - Wrong start conditions for EBS test.,CM,707011
WDW1054860,421029 -Drivers Direction switch moved while train in motion,CM,707029
WDW1054856,Underframe - 421 coach - Bogie 2 Air suspension deflated,CM,707029
WDW1054855,Doors - D1 door GOP No PA/ Crew comms,CM,707027
WDW1054853,GSMR Reg failure,CM,707005
WDW1054713,PIS - 422012 - PIS screen not working,CM,707012
WDW1054711,CCTV - 421012 - DOO cameras not working,CM,707012
WDW1054710,"GSMR - 425024 - GSMR issues, see long description.",CM,707024
WDW1054708,HVAC - 421012 - Cab HVAC controls not working,CM,707012
WDW1054707,Exterior lighting - 421024 - One tail light defective,CM,707024
WDW1054698,Batteries - 423 coach - Battery charger defective,CM,707013
WDW1054697,Batteries - 422 coach - A02 Battery charger defective,CM,707013
WDW1054696,Batteries - 422 coach - A01 Battery charger defective,CM,707013
WDW1054695,Cab lighting - 421 coach - Tail light blown,CM,707024
WDW1054694,Brakes - 425 coach - UBA,CM,707022
WDW1054693,Safety systems - 425 coach - AWS code 2,CM,707027
WDW1054692,ACU - 707015 - No saloon HVAC throughout *#* REP,CM,707015
WDW1054691,JRU - 425009 - OTDR /JRU fault,CM,707009
WDW1054689,425026-Bogie 1-Bumpstop missing,CM,707026
WDW1054645,Battery devices - Battery charger - charger not showing any LEDs,CM,707006
WDW1054644,Wheels - All coaches - Turning / Wheel Lathe Required - Rollover and Flange thickness,CM,707006
WDW1054512,Cab - 421008 - DMI Issues,CM,707008
WDW1054506,HVAC - 425 coach - Cab HVAC blowing warm. Driver tripping and resetting cab & saloon HVAC mcb's (RAR,CM,707030
WDW1054500,Sanding - 421 coach - Right hand side hose detached from nozzle,CM,707021
WDW1054499,Traction - 425 coach - M Symbol yellow on HMI.Coupled to 7012,CM,707025
WDW1054496,ACU fan from 425 end swapped (LOM) see work log.,CM,707006
WDW1054491,GSMR - 421 coach - Screen Blank,CM,707003
WDW1054490,HVAC - 425016 - Cab HVAC is noisey,CM,707016
WDW1054382,The work instruction for this task is on Maintenance Portal,CM,
WDW1054380,Cab - 425030 - Low screen wash,CM,707022
WDW1054378,Cab - Low screen wash 425 cab,CM,707030
WDW1054377,Air conditioning - 425 Cab HVAC - HMI controls unresponsive,CM,707014
WDW1054375,Doors - 425002 - Magnet missing from 'A' door egress handle,CM,707002
WDW1054374,Cab - 425013 - Screen wash low,CM,707013
WDW1054371,Auto coupler - 421 auto coupler - Uncoupling problems,CM,707027
WDW1054370,Auto coupler - 421 auto coupler - Uncoupling problems,CM,707013
WDW1054366,Bogies - Flange Lube - 421 A side hose broken at elbow.,CM,707029
WDW1054365,Cab interior - external doors - 425 F1 door open pushbutton protective flap missing,CM,707029
WDW1054364,Cab interior - external doors - 421 F1 door open pushbutton protective flap missing,CM,707011
WDW1054231,Interior - Various coaches - Various name plates from tread plates missing,CM,707023
WDW1054230,425030 - 'A' Side - Flange lube pipe detached at one end,CM,707030
WDW1054227,Doors - 424012 - Door not opening,CM,707012
WDW1054221,CCTV - 424011 - DOO images not displaying,CM,707011
WDW1054214,PIS - 425021 - No cab to cab,CM,707021
WDW1054208,Slipe slide detected 82 00 165C. C fault on HMI.,CM,707028
WDW1054078,"IOB - 707002 - X6 Router replaced, awaiting reply from supplier",CM,707002
WDW1054075,CCTV - 425017 - At least one DOO camera has failed,CM,707017
WDW1054073,Wheels - 425 coach - Bogie 2 high % chamfer loss requires turning. Wheel Lathe,CM,707025
WDW1054070,Cab - 421 coach - Windscreen wash level low,CM,707008
WDW1054067,Doors - Unable to release doors (DT),CM,707030
WDW1054065,ASDO default,CM,707018
WDW1054064,Reduced 3 Phase power,CM,707015
WDW1054057,Cab HVAC not working and HMI HVAC controls not responding,CM,707020
WDW1054055,Wheels - 421 + 425 coach - Turning / Wheel Lathe Required - flange thickness greater than 29,CM,707010
WDW1054054,"Wheels - 421, 423 + 425 coach - Turning / Wheel Lathe Required - flange thickness greater than 29",CM,707022
WDW1054052,REAP026 - Wheel profile - Inspect,CM,707013
WDW1054051,REAP026 - Wheel profile - Inspect,CM,707015
WDW1054050,REAP026 - Wheel profile - Inspect,CM,707021
WDW1054049,REAP026 - Wheel profile - Inspect,CM,707016
WDW1054045,Wheels - 425 + 421 coach - Turning / Wheel Lathe Required,CM,707023
WDW1054044,Wheels - 421 + 425 coach - Turning / Wheel Lathe Required - flange thickness greater than 29,CM,707029
WDW1054042,Wheels - 421 + 425 coach - Turning / Wheel Lathe Required - Rollover and Flange thickness,CM,707028
WDW1054041,The work instruction for this task is on Maintenance Portal,CM,707003
WDW1053787,JRU - 425 coach - Intermittent Loss of JRU,CM,707014
WDW1053786,Traction - 421 coach - TCU A1 Locked out (PAR),CM,707005
WDW1053784,Safety devices - 421 GSMR - Failure 1,CM,707025
WDW1053675,"IOB - 707002 - X6 Router replaced, awaiting reply from supplier",CM,707002
WDW1053673,425001 - Double traction ETB comm faulty (LOM) NPN,CM,707001
WDW1053668,Running gear - 425 wheels - Wheel 2 and 4 required axle plates/earth returns sealed,CM,707014
WDW1053665,HVAC - 421 coach - HVAC not working,CM,707025
WDW1053664,Power supply - Unit still sees shore supply plugged in - when on 3rd rail leaving shed,CM,707014
WDW1053663,Power supply - Unable to power up in shed - 424 A side shore supply socket,CM,707005
WDW1053661,Power distribution - 421 - Main fuse blown (With 7007),CM,707009
WDW1053660,,CM,707012
WDW1053659,HVAC - 423019 - HVAC not working,CM,707019
WDW1053657,CCTV - DOO camreas are not working,CM,707018
WDW1053652,PIS - 421 coach - 7012/7026 no announcement,CM,707012
WDW1053651,Windscreen washer - 421 coach - Showing empty even though it has been topped up,CM,707028
WDW1053649,Doors - 422 coach - B doors faulty,CM,707021
WDW1053647,AWS - 425014 - Unable to release brakes,CM,707014
WDW1053645,HVAC - 425001 - Cab HVAC not cooling,CM,707001
WDW1053644,Safety systems - 425005 - AWS clear tone too loud,CM,707005
WDW1053643,425020 - Door D - GOP will not lock,CM,707020
WDW1053639,Cab - 421006 - HMI / HVAC control locked up,CM,707006
WDW1053637,PIS - Screens blank throughout,CM,707021
WDW1053636,Safety systems - 421023 - TI FLT fault,CM,707023
WDW1053634,Bogies - 421 coach - Damper 003677 leaking and requires replacing,CM,707011
WDW1053633,"Wheels - 421 coach - Wheel 6 rollover, Wheel Lathe required",CM,707011
WDW1053632,Axle damage - 422 coach - Axle requires MPI testing,CM,707011
WDW1053626,HVAC - All coaches - Driver PAF reporting all coaches are hot (LOM),CM,707015
WDW1053624,Rough riding,CM,707026
WDW1053496,707021 421021 unable to couple electrically,CM,707021
